TEMP_1,PPM_1,LEVEL_1,TEMP_2,PPM_2,LEVEL_2,TEMP_3,PPM_3,LEVEL_3,TEMP_4,PPM_4,LEVEL_4,TEMP_5,PPM_5,LEVEL_5,gas_leak,temp_overshoot,tank_leak
32.0,1.0,9.6,33.0,1.0,9.6,34.0,1.0,9.6,34.0,1.0,9.6,35.0,1.0,9.6,1,0,0
33.0,1.0,9.6,34.0,1.0,9.6,34.0,1.0,9.6,35.0,1.0,9.6,35.0,1.0,9.6,1,0,0
34.0,1.0,9.6,34.0,1.0,9.6,35.0,1.0,9.6,35.0,1.0,9.6,35.0,1.0,9.6,1,0,0
34.0,1.0,9.6,35.0,1.0,9.6,35.0,1.0,9.6,35.0,1.0,9.6,36.0,1.0,9.6,1,1,0
35.0,1.0,9.6,35.0,1.0,9.6,35.0,1.0,9.6,36.0,1.0,9.6,36.0,1.0,9.6,1,1,0
35.0,1.0,9.6,35.0,1.0,9.6,36.0,1.0,9.6,36.0,1.0,9.6,36.0,1.0,9.6,1,1,0
35.0,1.0,9.6,36.0,1.0,9.6,36.0,1.0,9.6,36.0,1.0,9.6,37.0,1.0,9.6,1,1,0
36.0,1.0,9.6,36.0,1.0,9.6,36.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,1,1,0
36.0,1.0,9.6,36.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,1,1,0
36.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,1,1,0
37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.61,1,1,0
37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.61,37.0,1.0,9.61,1,1,0
37.0,1.0,9.6,37.0,1.0,9.6,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,1,1,0
37.0,1.0,9.6,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,1,1,0
37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,1,1,0
37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,1,1,0
37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,1,1,0
37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.62,1,1,0
37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.62,38.0,1.0,9.62,1,1,0
37.0,1.0,9.61,37.0,1.0,9.61,37.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,1,1,0
37.0,1.0,9.61,37.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,1,1,0
37.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,1,1,0
38.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,37.0,1.0,9.62,1,1,0
38.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,1,1,0
38.0,1.0,9.62,38.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,1,1,0
38.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,1,1,0
37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,1,1,0
37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,1,1,0
37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,38.0,1.0,9.62,1,1,0
37.0,1.0,9.62,37.0,1.0,9.62,37.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,1,1,0
37.0,1.0,9.62,37.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,37.0,1.0,9.62,1,1,0
37.0,1.0,9.62,38.0,1.0,9.62,38.0,1.0,9.62,37.0,1.0,9.62,36.0,1.0,9.62,1,1,0
38.0,1.0,9.62,38.0,1.0,9.62,37.0,1.0,9.62,36.0,1.0,9.62,36.0,0.0,9.62,1,1,0
38.0,1.0,9.62,37.0,1.0,9.62,36.0,1.0,9.62,36.0,0.0,9.62,35.0,0.0,9.62,1,1,0
37.0,1.0,9.62,36.0,1.0,9.62,36.0,0.0,9.62,35.0,0.0,9.62,34.0,0.0,9.62,1,1,0
36.0,1.0,9.62,36.0,0.0,9.62,35.0,0.0,9.62,34.0,0.0,9.62,33.0,0.0,9.62,1,1,0
36.0,0.0,9.62,35.0,0.0,9.62,34.0,0.0,9.62,33.0,0.0,9.62,33.0,0.0,5.87,0,1,0
35.0,0.0,9.62,34.0,0.0,9.62,33.0,0.0,9.62,33.0,0.0,5.87,32.0,0.0,5.9,0,0,0
34.0,0.0,9.62,33.0,0.0,9.62,33.0,0.0,5.87,32.0,0.0,5.9,32.0,0.0,5.9,0,0,0
33.0,0.0,9.62,33.0,0.0,5.87,32.0,0.0,5.9,32.0,0.0,5.9,31.0,0.0,5.91,0,0,0
33.0,0.0,5.87,32.0,0.0,5.9,32.0,0.0,5.9,31.0,0.0,5.91,31.0,0.0,5.91,0,0,0
32.0,0.0,5.9,32.0,0.0,5.9,31.0,0.0,5.91,31.0,0.0,5.91,30.0,0.0,5.91,0,0,0
32.0,0.0,5.9,31.0,0.0,5.91,31.0,0.0,5.91,30.0,0.0,5.91,30.0,0.0,5.91,0,0,0
31.0,0.0,5.91,31.0,0.0,5.91,30.0,0.0,5.91,30.0,0.0,5.91,30.0,0.0,5.91,0,0,0
31.0,0.0,5.91,30.0,0.0,5.91,30.0,0.0,5.91,30.0,0.0,5.91,29.0,0.0,5.91,0,0,0
30.0,0.0,5.91,30.0,0.0,5.91,30.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,0,0,0
30.0,0.0,5.91,30.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,0,0,0
30.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,0,0,0
29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.92,0,0,0
29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.92,28.0,0.0,5.92,0,0,0
29.0,0.0,5.91,29.0,0.0,5.91,29.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,0,0,0
29.0,0.0,5.91,29.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,0,0,0
29.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,0,0,0
28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,0,0,0
28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,0,0,0
28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,0,0,0
28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,27.0,0.0,5.92,0,0,0
28.0,0.0,5.92,28.0,0.0,5.92,28.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
28.0,0.0,5.92,28.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
28.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,26.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,27.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,0,0,0
27.0,0.0,5.92,27.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,0,0,0
27.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,0,0,0
26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,0,0,0
26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,0,0,0
26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.93,0,0,0
26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.93,26.0,0.0,5.93,0,0,0
26.0,0.0,5.92,26.0,0.0,5.92,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,0,0,0
26.0,0.0,5.92,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,0,0,0
26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,0,0,0
26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,0,0,0
26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,1.0,5.93,1,0,0
26.0,0.0,5.93,26.0,0.0,5.93,26.0,0.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,0.0,5.93,26.0,0.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,0.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,27.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,26.0,1.0,5.93,27.0,1.0,5.93,28.0,1.0,5.93,1,0,0
26.0,1.0,5.93,26.0,1.0,5.93,27.0,1.0,5.93,28.0,1.0,5.93,29.0,0.0,5.93,1,0,0
26.0,1.0,5.93,27.0,1.0,5.93,28.0,1.0,5.93,29.0,0.0,5.93,30.0,0.0,5.93,1,0,0
27.0,1.0,5.93,28.0,1.0,5.93,29.0,0.0,5.93,30.0,0.0,5.93,30.0,1.0,5.93,1,0,0
28.0,1.0,5.93,29.0,0.0,5.93,30.0,0.0,5.93,30.0,1.0,5.93,31.0,0.0,5.93,1,0,0
29.0,0.0,5.93,30.0,0.0,5.93,30.0,1.0,5.93,31.0,0.0,5.93,33.0,1.0,5.93,1,0,0
30.0,0.0,5.93,30.0,1.0,5.93,31.0,0.0,5.93,33.0,1.0,5.93,34.0,0.0,5.93,1,0,0
30.0,1.0,5.93,31.0,0.0,5.93,33.0,1.0,5.93,34.0,0.0,5.93,34.0,1.0,5.93,1,0,0
31.0,0.0,5.93,33.0,1.0,5.93,34.0,0.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,1,0,0
33.0,1.0,5.93,34.0,0.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,1,0,0
34.0,0.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,1,0,0
34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,1,0,0
34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.94,1,0,0
34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.94,35.0,0.0,5.94,1,0,0
34.0,1.0,5.93,34.0,1.0,5.93,34.0,1.0,5.94,35.0,0.0,5.94,35.0,0.0,5.94,1,0,0
34.0,1.0,5.93,34.0,1.0,5.94,35.0,0.0,5.94,35.0,0.0,5.94,35.0,1.0,5.94,1,0,0
34.0,1.0,5.94,35.0,0.0,5.94,35.0,0.0,5.94,35.0,1.0,5.94,34.0,0.0,5.94,1,0,0
35.0,0.0,5.94,35.0,0.0,5.94,35.0,1.0,5.94,34.0,0.0,5.94,34.0,1.0,5.94,1,0,0
35.0,0.0,5.94,35.0,1.0,5.94,34.0,0.0,5.94,34.0,1.0,5.94,33.0,1.0,5.94,1,0,0
35.0,1.0,5.94,34.0,0.0,5.94,34.0,1.0,5.94,33.0,1.0,5.94,33.0,1.0,5.94,1,0,0
34.0,0.0,5.94,34.0,1.0,5.94,33.0,1.0,5.94,33.0,1.0,5.94,33.0,1.0,5.94,1,0,0
34.0,1.0,5.94,33.0,1.0,5.94,33.0,1.0,5.94,33.0,1.0,5.94,32.0,0.0,5.94,1,0,0
33.0,1.0,5.94,33.0,1.0,5.94,33.0,1.0,5.94,32.0,0.0,5.94,32.0,0.0,5.94,1,0,0
33.0,1.0,5.94,33.0,1.0,5.94,32.0,0.0,5.94,32.0,0.0,5.94,32.0,1.0,5.94,1,0,0
33.0,1.0,5.94,32.0,0.0,5.94,32.0,0.0,5.94,32.0,1.0,5.94,32.0,1.0,5.94,1,0,0
32.0,0.0,5.94,32.0,0.0,5.94,32.0,1.0,5.94,32.0,1.0,5.94,32.0,1.0,5.94,1,0,0
32.0,0.0,5.94,32.0,1.0,5.94,32.0,1.0,5.94,32.0,1.0,5.94,33.0,1.0,5.94,1,0,0
32.0,1.0,5.94,32.0,1.0,5.94,32.0,1.0,5.94,33.0,1.0,5.94,34.0,1.0,5.94,1,0,0
32.0,1.0,5.94,32.0,1.0,5.94,33.0,1.0,5.94,34.0,1.0,5.94,36.0,1.0,5.94,1,1,0
32.0,1.0,5.94,33.0,1.0,5.94,34.0,1.0,5.94,36.0,1.0,5.94,37.0,1.0,5.95,1,1,0
33.0,1.0,5.94,34.0,1.0,5.94,36.0,1.0,5.94,37.0,1.0,5.95,39.0,1.0,5.95,1,1,0
34.0,1.0,5.94,36.0,1.0,5.94,37.0,1.0,5.95,39.0,1.0,5.95,40.0,1.0,5.95,1,1,0
36.0,1.0,5.94,37.0,1.0,5.95,39.0,1.0,5.95,40.0,1.0,5.95,40.0,0.0,5.95,1,1,0
37.0,1.0,5.95,39.0,1.0,5.95,40.0,1.0,5.95,40.0,0.0,5.95,40.0,0.0,5.95,1,1,0
39.0,1.0,5.95,40.0,1.0,5.95,40.0,0.0,5.95,40.0,0.0,5.95,39.0,0.0,5.95,1,1,0
40.0,1.0,5.95,40.0,0.0,5.95,40.0,0.0,5.95,39.0,0.0,5.95,37.0,0.0,5.95,1,1,0
40.0,0.0,5.95,40.0,0.0,5.95,39.0,0.0,5.95,37.0,0.0,5.95,35.0,0.0,5.96,0,1,0
40.0,0.0,5.95,39.0,0.0,5.95,37.0,0.0,5.95,35.0,0.0,5.96,34.0,0.0,5.96,0,1,0
39.0,0.0,5.95,37.0,0.0,5.95,35.0,0.0,5.96,34.0,0.0,5.96,33.0,0.0,6.14,0,1,0
37.0,0.0,5.95,35.0,0.0,5.96,34.0,0.0,5.96,33.0,0.0,6.14,33.0,0.0,6.24,0,1,0
35.0,0.0,5.96,34.0,0.0,5.96,33.0,0.0,6.14,33.0,0.0,6.24,32.0,0.0,6.9,0,0,1
34.0,0.0,5.96,33.0,0.0,6.14,33.0,0.0,6.24,32.0,0.0,6.9,32.0,0.0,6.91,0,0,1
33.0,0.0,6.14,33.0,0.0,6.24,32.0,0.0,6.9,32.0,0.0,6.91,31.0,0.0,7.23,0,0,1
33.0,0.0,6.24,32.0,0.0,6.9,32.0,0.0,6.91,31.0,0.0,7.23,31.0,0.0,7.58,0,0,1
32.0,0.0,6.9,32.0,0.0,6.91,31.0,0.0,7.23,31.0,0.0,7.58,30.0,0.0,7.58,0,0,1
32.0,0.0,6.91,31.0,0.0,7.23,31.0,0.0,7.58,30.0,0.0,7.58,30.0,0.0,7.89,0,0,1
31.0,0.0,7.23,31.0,0.0,7.58,30.0,0.0,7.58,30.0,0.0,7.89,30.0,0.0,8.19,0,0,1
31.0,0.0,7.58,30.0,0.0,7.58,30.0,0.0,7.89,30.0,0.0,8.19,30.0,0.0,8.21,0,0,0
30.0,0.0,7.58,30.0,0.0,7.89,30.0,0.0,8.19,30.0,0.0,8.21,29.0,0.0,8.55,0,0,1
30.0,0.0,7.89,30.0,0.0,8.19,30.0,0.0,8.21,29.0,0.0,8.55,29.0,0.0,8.55,0,0,1
30.0,0.0,8.19,30.0,0.0,8.21,29.0,0.0,8.55,29.0,0.0,8.55,29.0,0.0,8.55,0,0,1
30.0,0.0,8.21,29.0,0.0,8.55,29.0,0.0,8.55,29.0,0.0,8.55,29.0,0.0,8.57,0,0,1
29.0,0.0,8.55,29.0,0.0,8.55,29.0,0.0,8.55,29.0,0.0,8.57,28.0,0.0,8.6,0,0,0
29.0,0.0,8.55,29.0,0.0,8.55,29.0,0.0,8.57,28.0,0.0,8.6,28.0,0.0,8.91,0,0,0
29.0,0.0,8.55,29.0,0.0,8.57,28.0,0.0,8.6,28.0,0.0,8.91,28.0,0.0,8.91,0,0,0
29.0,0.0,8.57,28.0,0.0,8.6,28.0,0.0,8.91,28.0,0.0,8.91,28.0,0.0,8.91,0,0,0
28.0,0.0,8.6,28.0,0.0,8.91,28.0,0.0,8.91,28.0,0.0,8.91,28.0,0.0,8.92,0,0,0
28.0,0.0,8.91,28.0,0.0,8.91,28.0,0.0,8.91,28.0,0.0,8.92,28.0,1.0,8.92,1,0,0
28.0,0.0,8.91,28.0,0.0,8.91,28.0,0.0,8.92,28.0,1.0,8.92,28.0,1.0,8.93,1,0,0
28.0,0.0,8.91,28.0,0.0,8.92,28.0,1.0,8.92,28.0,1.0,8.93,27.0,1.0,8.94,1,0,0
28.0,0.0,8.92,28.0,1.0,8.92,28.0,1.0,8.93,27.0,1.0,8.94,27.0,1.0,9.25,1,0,0
28.0,1.0,8.92,28.0,1.0,8.93,27.0,1.0,8.94,27.0,1.0,9.25,27.0,1.0,9.26,1,0,0
28.0,1.0,8.93,27.0,1.0,8.94,27.0,1.0,9.25,27.0,1.0,9.26,27.0,1.0,9.27,1,0,0
27.0,1.0,8.94,27.0,1.0,9.25,27.0,1.0,9.26,27.0,1.0,9.27,27.0,1.0,9.27,1,0,0
27.0,1.0,9.25,27.0,1.0,9.26,27.0,1.0,9.27,27.0,1.0,9.27,27.0,1.0,9.27,1,0,0
27.0,1.0,9.26,27.0,1.0,9.27,27.0,1.0,9.27,27.0,1.0,9.27,27.0,1.0,9.63,1,0,1
27.0,1.0,9.27,27.0,1.0,9.27,27.0,1.0,9.27,27.0,1.0,9.63,27.0,0.0,9.65,1,0,1
27.0,1.0,9.27,27.0,1.0,9.27,27.0,1.0,9.63,27.0,0.0,9.65,27.0,1.0,9.91,1,0,1
27.0,1.0,9.27,27.0,1.0,9.63,27.0,0.0,9.65,27.0,1.0,9.91,27.0,1.0,9.92,1,0,1
27.0,1.0,9.63,27.0,0.0,9.65,27.0,1.0,9.91,27.0,1.0,9.92,27.0,0.0,9.92,1,0,0
27.0,0.0,9.65,27.0,1.0,9.91,27.0,1.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,1,0,0
27.0,1.0,9.91,27.0,1.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,1,0,0
27.0,1.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,1,0,0
27.0,0.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,26.0,0.0,9.92,0,0,0
27.0,0.0,9.92,27.0,0.0,9.92,27.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.92,0,0,0
27.0,0.0,9.92,27.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.92,0,0,0
27.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.93,0,0,0
26.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.92,26.0,0.0,9.92,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.92,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.94,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.93,26.0,0.0,9.93,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.93,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,7.21,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,7.21,26.0,0.0,7.21,0,0,0
26.0,0.0,9.94,26.0,0.0,9.94,26.0,0.0,7.21,26.0,0.0,7.21,26.0,0.0,7.21,0,0,0
26.0,0.0,9.94,26.0,0.0,7.21,26.0,0.0,7.21,26.0,0.0,7.21,26.0,0.0,7.22,0,0,0
26.0,0.0,7.21,26.0,0.0,7.21,26.0,0.0,7.21,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.21,26.0,0.0,7.21,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.21,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.23,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.23,26.0,0.0,7.23,0,0,0
26.0,0.0,7.22,26.0,0.0,7.22,26.0,0.0,7.23,26.0,0.0,7.23,26.0,0.0,7.23,0,0,0
26.0,0.0,7.22,26.0,0.0,7.23,26.0,0.0,7.23,26.0,0.0,7.23,26.0,0.0,7.23,0,0,0
